depth,rdeep_win_pct,retries
399,82.00,0
400,81.40,0
401,83.10,0
402,81.60,0
403,82.60,0
404,83.80,0
405,85.20,0
406,81.20,0
407,81.50,0
408,83.10,0
409,82.50,0
410,83.50,0
411,82.30,0
412,81.70,0
413,81.40,0
414,85.30,0
415,82.90,0
416,85.20,0
417,83.10,0
418,83.10,0
419,82.50,0
420,82.40,0
421,81.30,0
422,83.00,0
423,83.00,0
424,82.80,0
425,82.40,0
426,81.00,0
427,82.10,0
428,82.80,0
429,82.00,0
430,82.00,0
431,83.20,0
432,83.10,0
433,81.00,0
434,83.00,0
435,83.70,0
436,82.50,0
437,83.60,0
438,83.40,0
439,83.70,0
440,83.30,0
441,83.00,0
442,81.90,0
443,83.80,0
444,83.10,0
445,83.70,0
446,83.60,0
447,81.90,0
448,82.10,0
449,84.60,0
450,82.20,0
451,82.90,0
452,84.50,0
453,81.60,0
454,83.20,0
455,84.40,0
456,84.30,0
457,83.50,0
458,81.30,0
459,84.00,0
460,83.60,0
461,81.60,0
462,83.20,0
463,83.90,0
464,83.20,0
465,83.80,0
466,82.80,0
467,85.20,0
468,82.30,0
469,84.20,0
470,82.70,0
471,82.30,0
472,83.80,0
473,84.40,0
474,83.50,0
475,81.40,0
476,83.20,0
477,82.70,0
478,82.60,0
479,80.60,0
480,83.10,0
481,83.00,0
482,82.50,0
483,83.10,0
484,83.30,0
485,82.40,0
486,84.10,0
487,81.50,0
488,83.20,0
489,82.10,0
490,83.40,0
491,84.40,0
492,82.70,0
493,84.10,0
494,82.30,0
495,82.40,0
496,83.10,0
497,83.50,0
498,84.50,0
499,82.90,0
500,83.60,0
501,84.10,0
502,82.40,0
503,83.30,0
504,84.90,0
505,84.10,0
506,83.00,0
507,81.90,0
508,82.30,0
509,82.20,0
510,84.00,0
511,82.10,0
512,84.60,0
513,82.50,0
514,81.10,0
515,81.40,0
516,84.30,0
517,84.20,0
518,83.40,0
519,83.80,0
520,81.90,0
521,83.00,0
522,84.90,0
523,83.80,0
524,82.30,0
525,85.60,0
526,83.20,0
